job_id,title,career_cluster,company_name,region,city,salary,experience_level,education_required,technical_skills,soft_skills,preferred_traits,work_arrangement,company_size,industry_growth,posting_date,applications_received,job_views,save_rate,job_description
500,Video Editor,Creative Arts,Company 500,Europe,Paris,209973,Director,Certification,"After Effects, Adobe Creative Suite, Unreal Engine, Typography, Sketch","Emotional Intelligence, Conflict Resolution, Negotiation, Time Management","Analytical, Risk-taker",On-site,Medium (201-1000),Moderate Growth,2025-03-07,274,3288,0.23,"This is a Director Video Editor position requiring expertise in After Effects, Adobe Creative Suite, Unreal Engine, Typography, Sketch. The ideal candidate should have strong Emotional Intelligence, Conflict Resolution, Negotiation, Time Management skills and be Analytical, Risk-taker."
501,Financial Analyst,Business,Company 501,Europe,Amsterdam,138766,Senior,Certification,"Microsoft Excel, Project Management, Business Intelligence, SQL, CRM Software, Financial Modeling","Self-Motivation, Creativity","Independent, Creative, Innovative",Hybrid,Enterprise (10000+),High Growth,2025-03-27,495,6930,0.2,"This is a Senior Financial Analyst position requiring expertise in Microsoft Excel, Project Management, Business Intelligence, SQL, CRM Software, Financial Modeling. The ideal candidate should have strong Self-Motivation, Creativity skills and be Independent, Creative, Innovative."
502,Astrophysicist,Science & Research,Company 502,Europe,Madrid,238171,Director,Certification,"Research Methods, MATLAB, Python, Laboratory Techniques","Adaptability, Work Ethic, Emotional Intelligence","Task-oriented, Visionary, Analytical",Hybrid,Small (51-200),Stable Growth,2025-03-13,198,1188,0.13,"This is a Director Astrophysicist position requiring expertise in Research Methods, MATLAB, Python, Laboratory Techniques. The ideal candidate should have strong Adaptability, Work Ethic, Emotional Intelligence skills and be Task-oriented, Visionary, Analytical."
503,Digital Artist,Creative Arts,Company 503,Asia,Seoul,119667,Mid-level,Master's Degree,"Blender, Color Theory, Sketch","Self-Motivation, Problem Solving, Adaptability, Emotional Intelligence","Cautious, Methodical",On-site,Large (1000+),Slow Growth,2025-03-08,114,1026,0.4,"This is a Mid-level Digital Artist position requiring expertise in Blender, Color Theory, Sketch. The ideal candidate should have strong Self-Motivation, Problem Solving, Adaptability, Emotional Intelligence skills and be Cautious, Methodical."
504,Physician,Healthcare,Company 504,North America,Seattle,147745,Manager,PhD,"Laboratory Techniques, Chemistry, Clinical Assessment, Medical Terminology, Biology, Patient Care","Creativity, Attention to Detail, Problem Solving, Work Ethic","Visionary, People-oriented",Flexible,Small (51-200),Slow Growth,2025-03-12,353,2471,0.24,"This is a Manager Physician position requiring expertise in Laboratory Techniques, Chemistry, Clinical Assessment, Medical Terminology, Biology, Patient Care. The ideal candidate should have strong Creativity, Attention to Detail, Problem Solving, Work Ethic skills and be Visionary, People-oriented."
505,Product Manager,Business,Company 505,Africa,Lagos,109438,Mid-level,PhD,"Microsoft Excel, PowerBI, Data Analysis, CRM Software, Google Analytics","Leadership, Critical Thinking, Negotiation, Time Management","Independent, Collaborative, Adaptable",Flexible,Small (51-200),Emerging Field,2025-03-14,448,3136,0.39,"This is a Mid-level Product Manager position requiring expertise in Microsoft Excel, PowerBI, Data Analysis, CRM Software, Google Analytics. The ideal candidate should have strong Leadership, Critical Thinking, Negotiation, Time Management skills and be Independent, Collaborative, Adaptable."
506,Physicist,Science & Research,Company 506,Australia,Adelaide,131006,Senior,High School,"R, Experimental Design, Scientific Instrumentation, Statistical Analysis","Work Ethic, Critical Thinking, Negotiation, Attention to Detail","Methodical, Adaptable",Flexible,Large (1000+),Moderate Growth,2025-03-15,251,1757,0.27,"This is a Senior Physicist position requiring expertise in R, Experimental Design, Scientific Instrumentation, Statistical Analysis. The ideal candidate should have strong Work Ethic, Critical Thinking, Negotiation, Attention to Detail skills and be Methodical, Adaptable."
507,Medical Technologist,Healthcare,Company 507,Europe,Dublin,158347,Manager,Bachelor's Degree,"Electronic Health Records, Laboratory Techniques, Healthcare Regulations, Patient Care, Medical Terminology, Chemistry","Negotiation, Communication","Task-oriented, Outgoing, Independent",Remote,Medium (201-1000),Moderate Growth,2025-03-29,258,2322,0.12,"This is a Manager Medical Technologist position requiring expertise in Electronic Health Records, Laboratory Techniques, Healthcare Regulations, Patient Care, Medical Terminology, Chemistry. The ideal candidate should have strong Negotiation, Communication skills and be Task-oriented, Outgoing, Independent."
508,Cybersecurity Analyst,Technology,Company 508,Europe,Berlin,117968,Mid-level,Certification,"CI/CD, TensorFlow, PyTorch, Cloud Computing","Communication, Work Ethic, Negotiation, Adaptability","Organized, People-oriented, Methodical",Flexible,Medium (201-1000),High Growth,2025-03-06,485,7275,0.34,"This is a Mid-level Cybersecurity Analyst position requiring expertise in CI/CD, TensorFlow, PyTorch, Cloud Computing. The ideal candidate should have strong Communication, Work Ethic, Negotiation, Adaptability skills and be Organized, People-oriented, Methodical."
509,Data Scientist,Technology,Company 509,North America,Toronto,240182,Director,PhD,"TensorFlow, C++, Java, Machine Learning, Node.js, SQL","Adaptability, Teamwork, Problem Solving, Emotional Intelligence","Detail-oriented, Task-oriented, Outgoing",Flexible,Enterprise (10000+),Stable Growth,2025-03-28,373,3357,0.19,"This is a Director Data Scientist position requiring expertise in TensorFlow, C++, Java, Machine Learning, Node.js, SQL. The ideal candidate should have strong Adaptability, Teamwork, Problem Solving, Emotional Intelligence skills and be Detail-oriented, Task-oriented, Outgoing."
510,Product Manager,Business,Company 510,North America,Toronto,106588,Senior,PhD,"Project Management, Google Analytics, SQL, Budgeting, Microsoft Excel, Business Intelligence","Creativity, Critical Thinking, Problem Solving","Task-oriented, Visionary",Flexible,Large (1000+),Stable Growth,2025-03-11,189,1512,0.18,"This is a Senior Product Manager position requiring expertise in Project Management, Google Analytics, SQL, Budgeting, Microsoft Excel, Business Intelligence. The ideal candidate should have strong Creativity, Critical Thinking, Problem Solving skills and be Task-oriented, Visionary."
511,Academic Advisor,Education,Company 511,Europe,Berlin,129098,Senior,PhD,"Classroom Management, Instructional Design, Online Course Development, Educational Technology, Curriculum Development, Assessment","Communication, Negotiation","Visionary, Detail-oriented",Flexible,Large (1000+),High Growth,2025-03-13,228,3420,0.07,"This is a Senior Academic Advisor position requiring expertise in Classroom Management, Instructional Design, Online Course Development, Educational Technology, Curriculum Development, Assessment. The ideal candidate should have strong Communication, Negotiation skills and be Visionary, Detail-oriented."
512,Astrophysicist,Science & Research,Company 512,Asia,Dubai,99190,Mid-level,PhD,"Data Analysis, Experimental Design, Scientific Writing","Attention to Detail, Problem Solving, Communication, Interpersonal Skills","Cautious, Detail-oriented",Flexible,Enterprise (10000+),Stable Growth,2025-03-26,130,1690,0.29,"This is a Mid-level Astrophysicist position requiring expertise in Data Analysis, Experimental Design, Scientific Writing. The ideal candidate should have strong Attention to Detail, Problem Solving, Communication, Interpersonal Skills skills and be Cautious, Detail-oriented."
513,Game Developer,Creative Arts,Company 513,Africa,Cape Town,77710,Entry-level,Bachelor's Degree,"3D Modeling, Color Theory, Unity, Adobe Creative Suite, Unreal Engine, Photoshop","Emotional Intelligence, Creativity, Adaptability","Adaptable, Task-oriented",Remote,Startup (1-50),High Growth,2025-03-18,307,4605,0.11,"This is a Entry-level Game Developer position requiring expertise in 3D Modeling, Color Theory, Unity, Adobe Creative Suite, Unreal Engine, Photoshop. The ideal candidate should have strong Emotional Intelligence, Creativity, Adaptability skills and be Adaptable, Task-oriented."
514,Project Manager,Business,Company 514,South America,Bogota,158191,Senior,PhD,"Marketing, Microsoft Excel, Google Analytics, Financial Modeling, Business Intelligence","Negotiation, Communication, Creativity, Attention to Detail","Cautious, Task-oriented",Remote,Medium (201-1000),Stable Growth,2025-03-12,342,1710,0.14,"This is a Senior Project Manager position requiring expertise in Marketing, Microsoft Excel, Google Analytics, Financial Modeling, Business Intelligence. The ideal candidate should have strong Negotiation, Communication, Creativity, Attention to Detail skills and be Cautious, Task-oriented."
515,Physical Therapist,Healthcare,Company 515,Europe,Madrid,384397,Executive,Bachelor's Degree,"Medical Software, Chemistry, Biology, Healthcare Regulations","Creativity, Teamwork, Adaptability","Visionary, Organized",Flexible,Medium (201-1000),Moderate Growth,2025-03-16,183,1281,0.38,"This is a Executive Physical Therapist position requiring expertise in Medical Software, Chemistry, Biology, Healthcare Regulations. The ideal candidate should have strong Creativity, Teamwork, Adaptability skills and be Visionary, Organized."
516,Education Technology Specialist,Education,Company 516,South America,Sao Paulo,87497,Mid-level,High School,"Curriculum Development, Learning Management Systems, Educational Technology, Instructional Design","Communication, Self-Motivation, Leadership, Work Ethic","Creative, Methodical, Innovative",On-site,Small (51-200),Emerging Field,2025-03-21,481,4329,0.23,"This is a Mid-level Education Technology Specialist position requiring expertise in Curriculum Development, Learning Management Systems, Educational Technology, Instructional Design. The ideal candidate should have strong Communication, Self-Motivation, Leadership, Work Ethic skills and be Creative, Methodical, Innovative."
517,Business Analyst,Business,Company 517,Africa,Nairobi,211378,Director,Associate's Degree,"PowerBI, Tableau, SQL","Attention to Detail, Leadership, Emotional Intelligence, Self-Motivation","Adaptable, People-oriented, Innovative",Remote,Medium (201-1000),Moderate Growth,2025-03-26,434,3038,0.1,"This is a Director Business Analyst position requiring expertise in PowerBI, Tableau, SQL. The ideal candidate should have strong Attention to Detail, Leadership, Emotional Intelligence, Self-Motivation skills and be Adaptable, People-oriented, Innovative."
518,Teacher,Education,Company 518,Asia,Shanghai,212993,Executive,Bachelor's Degree,"Curriculum Development, Educational Technology, Instructional Design","Work Ethic, Problem Solving, Attention to Detail","Organized, Visionary, Task-oriented",Hybrid,Startup (1-50),Slow Growth,2025-03-09,27,297,0.18,"This is a Executive Teacher position requiring expertise in Curriculum Development, Educational Technology, Instructional Design. The ideal candidate should have strong Work Ethic, Problem Solving, Attention to Detail skills and be Organized, Visionary, Task-oriented."
519,Chemist,Science & Research,Company 519,Europe,London,163804,Manager,Bachelor's Degree,"Scientific Instrumentation, Statistical Analysis, Data Analysis, Research Methods, R, Laboratory Techniques","Emotional Intelligence, Adaptability, Work Ethic, Creativity","Risk-taker, Detail-oriented",On-site,Startup (1-50),Stable Growth,2025-03-15,342,5130,0.31,"This is a Manager Chemist position requiring expertise in Scientific Instrumentation, Statistical Analysis, Data Analysis, Research Methods, R, Laboratory Techniques. The ideal candidate should have strong Emotional Intelligence, Adaptability, Work Ethic, Creativity skills and be Risk-taker, Detail-oriented."
